mcscore,scscore,processor,frequency,maximumfrequency,cores,threads,tdp,gpu,codename,package
1240,373,Intel Xeon E5420,2500 MHz,,4,4,80 W,,Harpertown,Socket 771 LGA
1238,632,Intel Core i7-4650U,1700 MHz,3300 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell,FCBGA1168
1235,396,Intel Xeon E5462,2800 MHz,,4,4,80 W,,Harpertown,Socket 771 LGA
1235,568,Intel Core i3-4100M,2500 MHz,,2,4,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
1235,663,Intel Pentium G3250,3200 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
1234,571,Intel Core i7-3667U,2000 MHz,3200 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1234,555,Intel Core i5-3210M,2500 MHz,3100 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1234,367,AMD A6-3670,2700 MHz,,4,4,100 W,Radeon HD 6530D,Llano,Socket FM1 (905)
1234,582,Intel Core i5-4300U,1900 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
1234,573,Intel Core i5-5200U,2200 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell,FCBGA1168
1231,674,Intel Pentium G3260,3300 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
1226,366,AMD Athlon II X4 640,3000 MHz,,4,4,95 W,,Propus,Socket AM3
1226,554,Intel Core i7-3537U,2000 MHz,3100 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1224,355,AMD A6-3650,2600 MHz,,4,4,100 W,Radeon HD 6530D,Llano,"Socket FM1 (905), Socket FM1 (937)"
1223,349,AMD A8-3820,2500 MHz,2800 MHz,4,4,65 W,Radeon HD 6550D,Llano,Socket FM1 (905)
1217,574,Intel Core i5-4260U,1400 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell,FCBGA1168
1216,557,Intel Core i5-2540M,2600 MHz,3300 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
1215,540,Intel Core i5-680,3600 MHz,3860 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1215,414,AMD A12-9730P,2800 MHz,3500 MHz,4,4,35 W,Radeon R7 Series,Bristol Ridge,BGA (FP4)
1214,440,AMD A8-5500,3200 MHz,3700 MHz,4,4,65 W,Radeon HD 7560D,Trinity,Socket FM2
1212,647,Intel Celeron G3900T,2600 MHz,,2,2,35 W,Intel HD Graphics 510,Skylake,
1203,363,AMD Phenom II X4 B35,2900 MHz,,4,4,95 W,,Propus,Socket AM3 (938)
1198,391,Intel Core i7-840QM,1870 MHz,3200 MHz,4,8,45 W,,Clarksfield,PGA988
1196,536,Intel Core i3-2100,3100 MHz,,2,4,65 W,Intel HD Graphics 2000,Sandy Bridge,FCLGA1155
1194,424,Intel Pentium Silver N5000,1100 MHz,,4,4,6 W,Intel UHD Graphics 605,Gemini Lake,FCBGA1090
1193,349,AMD Athlon II X4 650,3200 MHz,,4,4,95 W,,Propus,Socket AM3 (938)
1191,526,Intel Core i5-660,3330 MHz,3600 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1187,515,Intel Pentium 4415U,2300 MHz,,2,4,15 W,Intel HD Graphics 610,Kaby Lake,FCBGA1356
1185,411,AMD A10-9630P,2600 MHz,3300 MHz,4,4,35 W,Radeon R5 Series,Bristol Ridge,BGA (FP4)
1184,368,AMD Phenom II X4 920,2800 MHz,,4,4,125 W,,Deneb,Socket AM2+ (940)
1183,375,Intel Core 2 Quad Q9400,2660 MHz,,4,4,95 W,,Yorkfield,LGA775
1181,354,AMD Phenom II X4 910,2600 MHz,,4,4,95 W,,Deneb,Socket AM3 (938)
1180,520,Intel Core i3-3220T,2800 MHz,,2,4,35 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
1175,534,Intel Core i3-2105,3100 MHz,,2,4,65 W,Intel HD Graphics 3000,Sandy Bridge,FCLGA1155
1175,544,Intel Xeon E3-1220L v2,2300 MHz,3500 MHz,2,4,17 W,,Ivy Bridge,FCLGA1155
1174,503,Intel Pentium Gold 4417U,2300 MHz,,2,4,15 W,Intel HD Graphics 610,Kaby Lake R,Socket 1356 FCBGA
1173,377,Intel Core 2 Quad Q6700,2660 MHz,,4,4,105 W,,Kentsfield,LGA775
1171,353,AMD Phenom II X4 810,2600 MHz,,4,4,95 W,,Deneb,Socket AM3 (938)
1171,318,Intel Xeon E5606,2130 MHz,,4,4,80 W,,Westmere-EP,Socket 1366 LGA
1165,410,AMD FX-8800P,2100 MHz,3400 MHz,4,4,15 W,Radeon R7 Series,Carrizo,FP4
1162,530,Intel Core i5-2520M,2500 MHz,3200 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,PPGA988
1159,336,AMD A8-3800,2400 MHz,2700 MHz,4,4,65 W,Radeon HD 6550D,Llano,Socket FM1 (905)
1155,460,AMD A10-5800B,3800 MHz,4200 MHz,4,4,100 W,Radeon HD 7660D,Trinity,Socket FM2 (904)
1152,352,Intel Xeon E5506,2130 MHz,,4,4,80 W,,Gainestown,Socket 1366 LGA
1150,524,Intel Core i7-3687U,2100 MHz,3300 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1149,351,AMD Athlon II X4 635,2900 MHz,,4,4,95 W,,Propus,Socket AM3
1149,529,Intel Core i5-4250U,1300 MHz,2600 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell,FCBGA1168
1148,492,Intel Core i3-3240T,2900 MHz,,2,4,35 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
1147,510,Intel Core i5-650,3200 MHz,3460 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1147,544,Intel Core i5-4210U,1700 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
1143,346,Intel Core i7-820QM,1730 MHz,3060 MHz,4,8,45 W,,Clarksfield,PGA988
1139,409,AMD Athlon X4 740,3200 MHz,3700 MHz,4,4,65 W,,Trinity,Socket FM2 (904)
1139,626,Intel Pentium G3240,3100 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
1138,355,Intel Core i7-720QM,1600 MHz,2800 MHz,4,8,45 W,,Clarksfield,PGA988
1138,404,AMD FX-7600P,2700 MHz,3600 MHz,4,4,35 W,Radeon R7 Series,Bald Eagle,Socket FP3 (906)
1136,368,Intel Xeon E5430,2660 MHz,,4,4,80 W,,Harpertown,Socket 771 LGA
1136,622,Intel Pentium G3220,3000 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
1135,515,Intel Core i3-5020U,2200 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell-U,Socket 1168 BGA
1134,357,Intel Xeon L5420,2500 MHz,,4,4,50 W,,Harpertown,"Socket 771 LGA, Socket 775 LGA"
1134,339,AMD Phenom II X4 905e,2500 MHz,,4,4,65 W,,Deneb,Socket AM3 (938)
1132,603,Intel Xeon E3-1220L,2200 MHz,3400 MHz,2,4,20 W,,Sandy Bridge,FCLGA1155
1128,485,Intel Core i3-3130M,2600 MHz,,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1023, FCPGA988"
1127,510,Intel Core i5-2435M,2400 MHz,3000 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1023
1124,523,Intel Core i5-2450M,2500 MHz,3100 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
1124,489,Intel Core i3-560,3330 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1123,337,AMD Athlon II X4 630,2800 MHz,,4,4,95 W,,Propus,Socket AM3
1123,343,Intel Xeon E5410,2330 MHz,,4,4,80 W,,Harpertown,Socket 771 LGA
1121,357,Intel Core 2 Quad Q8400,2660 MHz,,4,4,95 W,,Yorkfield,LGA775
1121,529,Intel Core i5-4200U,1600 MHz,2600 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
1121,377,Intel Celeron N4100,1100 MHz,,4,4,6 W,Intel UHD Graphics 600,Gemini Lake,FCBGA1090
1120,503,Intel Core i3-4000M,2400 MHz,,2,4,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
1115,504,Intel Core i7-3517U,1900 MHz,3000 MHz,2,4,17 W,,Ivy Bridge,FCBGA1023
1109,326,AMD Athlon II X4 620,2600 MHz,,4,4,95 W,,Propus,Socket AM3
1104,583,Intel Pentium G3250T,2800 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
1102,350,Intel Core 2 Quad Q9300,2500 MHz,,4,4,95 W,,Yorkfield,LGA775
1100,482,Intel Core i3-6006U,2000 MHz,,2,4,15 W,Intel HD Graphics 520,Skylake-U/Y,Socket 1168 BGA
1096,312,AMD Phenom X4 9850,2500 MHz,,4,4,125 W,,Agena,Socket AM2+ (940)
1093,400,AMD A12-9720P,2700 MHz,3600 MHz,4,4,15 W,Radeon R7 Series,Bristol Ridge,BGA (FP4)
1089,471,Intel Pentium 4405U,2100 MHz,,2,4,15 W,Intel HD Graphics 510,Skylake-U/Y,Socket 1168 BGA
1084,582,Intel Pentium G3450,3400 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
1080,483,Intel Core i5-3427U,1800 MHz,2800 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1079,503,Intel Core i5-2430M,2400 MHz,3000 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,PPGA988
1078,605,Intel Pentium G2130,3200 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
1078,436,AMD A10-6700T,2500 MHz,3500 MHz,4,4,45 W,Radeon HD 8650D,Richland,FM2
1077,310,Intel Xeon E5504,2000 MHz,,4,4,80 W,,Gainestown,Socket 1366 LGA
1077,382,AMD FX-9800P,2700 MHz,3600 MHz,4,4,15 W,Radeon R7 Series,Bristol Ridge,Socket FP4 (968)
1073,335,Intel Xeon X3220,2400 MHz,,4,4,105 W,,Kentsfield,Socket 775 LGA
1070,494,Intel Core i5-2410M,2300 MHz,2900 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
1068,310,AMD A6-3600,2100 MHz,2400 MHz,4,4,65 W,Radeon HD 6530D,Llano,Socket FM1 (905)
1067,322,AMD Phenom X4 9950,2600 MHz,,4,4,125 W,,Agena,Socket AM2+ (940)
1067,475,Intel Core i5-3437U,1900 MHz,2900 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1066,458,Intel Core i3-5157U,2500 MHz,,2,4,28 W,Intel Iris Graphics 6100,Broadwell,FCBGA1168
1066,310,Intel Xeon E5405,2000 MHz,,4,4,80 W,,Harpertown,Socket 771 LGA
1065,404,AMD Athlon II X3 460,3400 MHz,,3,3,95 W,,Rana,Socket AM3 (938)
1064,476,Intel Core i3-5010U,2100 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell,FCBGA1168
1062,475,Intel Core i3-5015U,2100 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell-U,Socket 1168 BGA
1061,472,Intel Core i3-550,3200 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1060,337,Intel Core 2 Quad Q8300,2500 MHz,,4,4,95 W,,Yorkfield,LGA775
1056,317,Intel Xeon E5345,2330 MHz,,4,4,80 W,,Clovertown,Socket 771 LGA
1055,480,Intel Core i5-3337U,1800 MHz,2700 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1054,379,AMD PRO A12-8830B,2500 MHz,3400 MHz,4,4,15 W,Radeon R7 Series,Carrizo PRO,BGA (FP4)
1054,404,AMD Phenom II X3 B75,3000 MHz,,3,3,95 W,,Heka,AM2+/AM3
1053,461,Intel Core i3-2120T,2600 MHz,,2,4,35 W,Intel HD Graphics 2000,Sandy Bridge,FCLGA1155
1051,379,AMD A10-9620P,2500 MHz,3400 MHz,4,4,15 W,Radeon R5 Series,Bristol Ridge,BGA (FP4)
1039,467,Intel Core i5-661,3330 MHz,3600 MHz,2,4,87 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1038,392,AMD Athlon II X3 450,3200 MHz,,3,3,95 W,,Rana,Socket AM3 (938)
1035,310,AMD A6-3620,2200 MHz,2500 MHz,4,4,65 W,Radeon HD 6530D,Llano,Socket FM1 (905)
1035,413,AMD PRO A10-8730B,2400 MHz,3300 MHz,4,4,15 W,Radeon R5 Series,Carrizo PRO,BGA (FP4)
1033,449,Intel Core i5-2415M,2300 MHz,2900 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,Socket 988B rPGA
1031,283,AMD Athlon II X4 631,2600 MHz,,4,4,100 W,,Llano,Socket FM1 (905)
1030,330,Intel Core 2 Quad Q6600,2400 MHz,,4,4,105 W,,Kentsfield,LGA775
1027,568,Intel Pentium G2120,3100 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
1024,561,Intel Celeron G1840,2800 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
1023,379,AMD PRO A8-9600B,2400 MHz,3300 MHz,4,4,15 W,Radeon R5 Series,Bristol Ridge PRO,BGA (FP4)
1022,447,Intel Core i3-3120M,2500 MHz,,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,FCPGA988
1020,397,AMD Athlon II X3 455,3300 MHz,,3,3,95 W,,Rana,Socket AM3 (938)
1020,386,AMD PRO A12-9800B,2700 MHz,3600 MHz,4,4,15 W,Radeon R7 Series,Bristol Ridge PRO,BGA (FP4)
1020,379,AMD A8-7200P,2400 MHz,3300 MHz,4,4,35 W,Radeon R5 Series,Kaveri,BGA (FP3)
1018,375,AMD A10-7400P,2500 MHz,3400 MHz,4,4,35 W,Radeon R6 Series,Bald Eagle,Socket FP3 (906)
1017,460,Intel Core i5-3317U,1700 MHz,2600 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1014,364,AMD A8-5557M,2100 MHz,3100 MHz,4,4,35 W,Radeon HD 8550G,Richland,BGA827 (FP2)
1014,495,Intel Core i7-4610Y,1700 MHz,2900 MHz,2,4,11 W,Intel HD Graphics 4200,Haswell,FCBGA1168
1012,317,Intel Core 2 Quad Q8200,2330 MHz,,4,4,95 W,,Yorkfield,LGA775
1009,331,Intel Xeon X5355,2660 MHz,,4,4,120 W,,Clovertown,Socket 771 LGA
1008,448,Intel Core i3-5005U,2000 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell,FCBGA1168
1008,292,AMD Athlon II X4 605e ,2300 MHz,,4,4,45 W,,Propus,AM2+/AM3
1007,360,AMD A8-8600P,1600 MHz,3000 MHz,4,4,15 W,Radeon R6 Series,Carrizo,
1006,467,Intel Core i7-2617M,1500 MHz,2600 MHz,2,4,17 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1023
1005,305,Intel Pentium J4205,1500 MHz,,4,4,10 W,Intel HD Graphics 505,Apollo Lake ,FCBGA1296
1005,551,Intel Pentium G3240T,2700 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
1004,308,AMD Athlon II X4 610e,2399 MHz,,4,4,45 W,,Propus,Socket AM3 (938)
1003,447,Intel Core i3-540,3070 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1002,540,Intel Celeron G1820,2700 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
998,548,Intel Pentium G2030,3000 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
993,278,AMD Phenom X4 9600B,2300 MHz,,4,4,95 W,,Agena,Socket AM2+ (940)
990,357,AMD A10-9600P,2400 MHz,3300 MHz,4,4,15 W,Radeon R5 Series,Bristol Ridge,FP4
990,291,Intel Celeron J3455,1500 MHz,2300 MHz,4,4,10 W,Intel HD Graphics 500,Apollo Lake,Socket 1296 FCBGA
990,275,AMD Phenom II X4 N950,2100 MHz,,4,4,35 W,,Caspian,Socket S1 (638)
983,374,AMD Athlon II X3 445,3100 MHz,,3,3,95 W,,Rana,Socket AM3 (938)
982,389,AMD A10-5750M,2500 MHz,3500 MHz,4,4,35 W,Radeon HD 8650G,Richland,Socket FS1 (FS1r2)
978,376,AMD Phenom II X3 720,2800 MHz,,3,3,95 W,,Heka,Socket AM3 (938)
977,528,Intel Pentium G850,2900 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
972,457,Intel Core i7-620M,2670 MHz,3330 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale,"BGA1288, PGA988"
972,429,Intel Core i3-3110M,2400 MHz,,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1023, FCPGA988"
970,461,Intel Core M-5Y10,800 MHz,,2,4,4 W,Intel HD Graphics 5300,Broadwell,
969,428,Intel Core i3-530,2930 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
969,416,Intel Core i3-4025U ,1900 MHz,,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
968,540,Intel Pentium G870,3100 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
967,372,AMD A10-4600M,2300 MHz,3200 MHz,4,4,35 W,Radeon HD 7660G,Trinity,Socket FS1 (FS1r2)
965,531,Intel Pentium G2020,2900 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
961,300,AMD A8-3530MX,1900 MHz,2600 MHz,4,4,45 W,Radeon HD 6620G,Llano,"Socket FS1 (905), Socket FS1 (937)"
958,264,AMD Phenom II X4 N930,2000 MHz,,4,4,35 W,,Caspian,Socket S1 (638)
958,441,Intel Core i7-2637M,1700 MHz,2800 MHz,2,4,17 W,,Sandy Bridge,FCBGA1023
956,272,AMD Phenom X4 9550,2200 MHz,,4,4,95 W,,Agena,Socket AM2+ (940)
956,288,AMD Phenom X4 9750,2400 MHz,,4,4,125 W,,Agena,Socket AM2+ (940)
955,530,Intel Pentium G860,3000 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
954,461,Intel Core i7-640M,2800 MHz,3460 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale,"BGA1288, PGA988"
952,519,Intel Pentium G2010,2800 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
950,481,Intel Core i7-2677M,1800 MHz,2900 MHz,2,4,17 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1023
948,310,Intel Pentium N4200,1100 MHz,2500 MHz,4,4,6 W,Intel HD Graphics 505,Apollo Lake,Socket 1296 FCBGA
947,356,AMD Athlon II X3 440,3000 MHz,,3,3,95 W,,Rana,Socket AM3 (938)
947,349,AMD A10-8700P,1800 MHz,3200 MHz,4,4,15 W,Radeon R6 Series,Carrizo,FP4
946,509,Intel Pentium 3560M,2400 MHz,,2,2,37 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCPGA946
944,519,Intel Pentium G840,2800 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
943,386,AMD A10-5757M,2500 MHz,3500 MHz,4,4,35 W,Radeon HD 8650G,Richland,BGA827 (FP2)
943,419,Intel Core i3-4030U,1900 MHz,,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
942,291,Intel Xeon X3210,2130 MHz,,4,4,105 W,,,
941,513,Intel Pentium G645,2900 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
939,441,Intel Core M-5Y10c,800 MHz,,2,4,4 W,Intel HD Graphics 5300,Broadwell,FCBGA1234
938,434,Intel Core i5-580M,2670 MHz,3330 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale,"BGA1288, PGA988"
937,528,Intel Pentium G3220T,2600 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
933,267,AMD Phenom X4 9650,2300 MHz,,4,4,95 W,,Agena,Socket AM2+ (940)
931,260,Intel Atom x7-E3950,1600 MHz,,4,4,12 W,Intel HD Graphics 505,Apollo Lake,
930,523,Intel Celeron G1840T,2500 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
928,300,Intel Core 2 Quad Q9000,2000 MHz,,4,4,45 W,,Penryn,PGA478
923,263,AMD Phenom II X4 N970,2200 MHz,,4,4,35 W,,Caspian,Socket S1 (638)
922,347,AMD PRO A10-8700B,1800 MHz,3200 MHz,4,4,15 W,Radeon R6 Series,Carrizo,Socket FP4 (968)
921,350,AMD PRO A12-8800B,2100 MHz,3400 MHz,4,4,15 W,Radeon R7 Series,Carrizo,Socket FP4 (968)
915,305,AMD A6-3430MX,1700 MHz,2400 MHz,4,4,45 W,Radeon HD 6520G,Llano,Socket FS1 (905)
914,494,Intel Celeron G1630,2800 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
907,485,Intel Celeron G1620,2700 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
907,480,Intel Pentium 2030M,2500 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCPGA988
904,412,Intel Core i5-2557M,1700 MHz,2700 MHz,2,4,17 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1023
897,254,Intel Atom C3538,2100 MHz,2100 MHz,4,4,15 W,,Denverton,FCBGA1310
896,415,Intel Core i5-540M,2530 MHz,3070 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale,"BGA1288, PGA988"
895,293,AMD A8-3510MX,1800 MHz,2500 MHz,4,4,45 W,Radeon HD 6620G,Llano,Socket FS1 (905)
895,408,Intel Core i3-2370M,2400 MHz,,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,PPGA988
895,340,AMD A10 PRO-7350B,2100 MHz,3300 MHz,4,4,19 W,Radeon R6 Series,Bald Eagle,Socket FP3 (906)
890,336,AMD A8-5550M,2100 MHz,3100 MHz,4,4,35 W,Radeon HD 8550G,Richland,Socket FS1
889,433,Intel Core i5-560M,2670 MHz,3200 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale,"BGA1288, PGA988"
889,481,Intel Celeron G1610,2600 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
883,486,Intel Pentium G2030T,2600 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
882,274,Intel Celeron N3450,1100 MHz,2200 MHz,4,4,6 W,Intel HD Graphics 500,Apollo Lake,Socket 1296 FCBGA
881,324,AMD Athlon II X3 435,2900 MHz,,3,3,95 W,,Rana,Socket AM3 (938)
879,477,Intel Core M-5Y51,1100 MHz,2600 MHz,2,4,4 W,Intel HD Graphics 5300,Broadwell,FCBGA1234
878,341,AMD FX-7500,2100 MHz,3300 MHz,4,4,19 W,Radeon R7 Series,Kaveri,Socket FP3 (906)
873,502,Intel Core M-5Y70,1100 MHz,2600 MHz,2,4,4 W,Intel HD Graphics 5300,Broadwell,
872,388,Intel Pentium 3825U,1900 MHz,,2,4,15 W,Intel HD Graphics for 5th Generation Intel Processors,Broadwell-U,Socket 1168 BGA
872,479,Intel Celeron 3955U,2000 MHz,,2,2,15 W,Intel HD Graphics 510,Skylake,FCBGA1356
869,325,AMD Athlon II X3 425,2700 MHz,,3,3,95 W,,Rana,Socket AM3 (938)
867,329,AMD PRO A8-8600B,1600 MHz,3000 MHz,4,4,15 W,Radeon R6 Series,Carrizo,FP4
862,398,Intel Core i5-520M,2400 MHz,2930 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale,"BGA1288, PGA988"
854,468,Intel Pentium G630,2700 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
854,356,Intel Pentium 4415Y,1600 MHz,,2,4,6 W, Intel HD Graphics 615,Kaby Lake,FCBGA1515
853,274,AMD A8-3520M,1600 MHz,2500 MHz,4,4,35 W,Radeon HD 6620G,Llano,"Socket FS1 (905), Socket FS1 (937)"
853,375,Intel Core i3-4010U,1700 MHz,,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
853,479,Intel Pentium G640,2800 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
849,374,Intel Core i3-4005U,1700 MHz,,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
848,383,Intel Core i5-3339Y,1500 MHz,2000 MHz,2,4,13 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
847,393,Intel Core i5-480M,2670 MHz,2930 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale,"BGA1288, PGA988"
844,389,Intel Core i3-2350M,2300 MHz,,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,PPGA988
844,467,Intel Pentium G2020T,2500 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
833,301,AMD Phenom X3 8600B,2300 MHz,,3,3,95 W,,Toliman,Socket AM2+ (940)
830,316,AMD A10-5745M,2100 MHz,2900 MHz,4,4,25 W,Radeon HD 8610G,Richland,BGA827 (FP2)
829,383,Intel Core i5-460M,2530 MHz,2800 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale,"BGA1288, PGA988"
826,453,Intel Pentium G620,2600 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
826,356,Intel Core i3-2312M,2100 MHz,,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,PPGA988
824,416,Intel Core i5-4210Y,1500 MHz,1900 MHz,2,4,11 W,Intel HD Graphics 4200,Haswell,FCBGA1168
823,439,Intel Celeron 3865U,1800 MHz,,2,2,15 W,Intel HD Graphics 610,Kaby Lake,FCBGA1356
822,308,AMD A8-4500M,1900 MHz,2800 MHz,4,4,35 W,Radeon HD 7640G,Trinity,Socket FS1 (FS1r2)
821,444,Intel Pentium 2020M,2400 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCPGA988
821,446,AMD Athlon II X2 280,3600 MHz,,2,2,65 W,,Regor,Socket AM3 (938)
819,264,AMD A8-3500M,1500 MHz,2400 MHz,4,4,35 W,Radeon HD 6620G,Llano,"Socket FS1 (905), Socket FS1 (937)"
817,434,Intel Celeron G550,2600 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
